assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCA_016840065.1,JAEOTB010000103.1_5,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840065,JAEOTB010000103.1_5@GCA_016840065.1
GCA_016840085.1,JAEOTA010000006.1_8,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016840085,JAEOTA010000006.1_8@GCA_016840085.1
GCA_016840085.1,JAEOTA010000018.1_180,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016840085,JAEOTA010000018.1_180@GCA_016840085.1
GCA_016840085.1,JAEOTA010000018.1_181,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016840085,JAEOTA010000018.1_181@GCA_016840085.1
GCA_016840125.1,JAEOSY010000137.1_21,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000137.1_21@GCA_016840125.1
GCA_016840125.1,JAEOSY010000174.1_18,PF01520.21,Amidase_3,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000174.1_18@GCA_016840125.1
GCA_016840125.1,JAEOSY010000174.1_18,PF12671.10,Amidase_6,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000174.1_18@GCA_016840125.1
GCA_016840125.1,JAEOSY010000227.1_15,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000227.1_15@GCA_016840125.1
GCA_016840125.1,JAEOSY010000300.1_3,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000300.1_3@GCA_016840125.1
GCA_016840125.1,JAEOSY010000372.1_4,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000372.1_4@GCA_016840125.1
GCA_016840125.1,JAEOSY010000490.1_12,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000490.1_12@GCA_016840125.1
GCA_016840125.1,JAEOSY010000598.1_3,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000598.1_3@GCA_016840125.1
GCA_016840125.1,JAEOSY010000663.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000663.1_1@GCA_016840125.1
GCA_016840125.1,JAEOSY010000678.1_10,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125,JAEOSY010000678.1_10@GCA_016840125.1
GCA_016840135.1,JAEOSX010000044.1_2,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840135,JAEOSX010000044.1_2@GCA_016840135.1
GCA_016840135.1,JAEOSX010000140.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840135,JAEOSX010000140.1_1@GCA_016840135.1
GCA_016840135.1,JAEOSX010000164.1_17,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840135,JAEOSX010000164.1_17@GCA_016840135.1
GCA_016840165.1,JAEOSU010000063.1_27,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp016840165,JAEOSU010000063.1_27@GCA_016840165.1
GCA_016840165.1,JAEOSU010000069.1_3,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp016840165,JAEOSU010000069.1_3@GCA_016840165.1
GCA_016840165.1,JAEOSU010000086.1_4,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp016840165,JAEOSU010000086.1_4@GCA_016840165.1
GCA_016840185.1,JAEOSV010000089.1_2,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016840185,JAEOSV010000089.1_2@GCA_016840185.1
GCA_016840245.1,JAEOST010000021.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245,JAEOST010000021.1_1@GCA_016840245.1
GCA_016840245.1,JAEOST010000022.1_2,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245,JAEOST010000022.1_2@GCA_016840245.1
GCA_016840245.1,JAEOST010000321.1_2,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245,JAEOST010000321.1_2@GCA_016840245.1
GCA_016840245.1,JAEOST010000751.1_16,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245,JAEOST010000751.1_16@GCA_016840245.1
GCA_016840245.1,JAEOST010000796.1_1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245,JAEOST010000796.1_1@GCA_016840245.1
GCA_016840285.1,JAEOSR010000020.1_15,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840285,JAEOSR010000020.1_15@GCA_016840285.1
GCA_016840285.1,JAEOSR010000038.1_40,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840285,JAEOSR010000038.1_40@GCA_016840285.1
GCA_016840285.1,JAEOSR010000158.1_4,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840285,JAEOSR010000158.1_4@GCA_016840285.1
GCA_016840285.1,JAEOSR010000166.1_2,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840285,JAEOSR010000166.1_2@GCA_016840285.1
GCA_016840305.1,JAEOSP010000208.1_4,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840305,JAEOSP010000208.1_4@GCA_016840305.1
GCA_016840305.1,JAEOSP010000233.1_11,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840305,JAEOSP010000233.1_11@GCA_016840305.1
GCA_016840305.1,JAEOSP010000468.1_1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840305,JAEOSP010000468.1_1@GCA_016840305.1
GCA_016840305.1,JAEOSP010000482.1_7,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840305,JAEOSP010000482.1_7@GCA_016840305.1
GCA_016840315.1,JAEOSO010000020.1_15,PF01425.24,Amidase,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840315,JAEOSO010000020.1_15@GCA_016840315.1
GCA_016840315.1,JAEOSO010000046.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840315,JAEOSO010000046.1_1@GCA_016840315.1
GCA_016840385.1,JAEOSL010000005.1_6,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp016840385,JAEOSL010000005.1_6@GCA_016840385.1
GCA_016840385.1,JAEOSL010000121.1_11,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp016840385,JAEOSL010000121.1_11@GCA_016840385.1
GCA_016840405.1,JAEOSK010000004.1_39,PF01425.24,Amidase,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum yapensis,JAEOSK010000004.1_39@GCA_016840405.1
GCA_016840405.1,JAEOSK010000014.1_44,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum yapensis,JAEOSK010000014.1_44@GCA_016840405.1
GCA_016840425.1,JAEOSI010000105.1_5,PF01425.24,Amidase,Archaea,Asgardarchaeota,Wukongarchaeia,Wukongarchaeales,Wukongarchaeaceae,Wukongarchaeum,Wukongarchaeum yapensis,JAEOSI010000105.1_5@GCA_016840425.1
GCA_016840425.1,JAEOSI010000166.1_3,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Wukongarchaeia,Wukongarchaeales,Wukongarchaeaceae,Wukongarchaeum,Wukongarchaeum yapensis,JAEOSI010000166.1_3@GCA_016840425.1
GCA_016840465.1,JAEOSH010000022.1_7,PF01425.24,Amidase,Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,Baldrarchaeaceae,Baldrarchaeum,Baldrarchaeum yapensis,JAEOSH010000022.1_7@GCA_016840465.1
GCA_016840465.1,JAEOSH010000091.1_4,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,Baldrarchaeaceae,Baldrarchaeum,Baldrarchaeum yapensis,JAEOSH010000091.1_4@GCA_016840465.1
GCA_016840485.1,JAEOSG010000004.1_10,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,DXJG01,DXJG01,DXJG01 sp016840485,JAEOSG010000004.1_10@GCA_016840485.1
GCA_016840485.1,JAEOSG010000180.1_4,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,DXJG01,DXJG01,DXJG01 sp016840485,JAEOSG010000180.1_4@GCA_016840485.1
GCA_016840515.1,JAEOSF010000041.1_31,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum yapensis,JAEOSF010000041.1_31@GCA_016840515.1
GCA_016840515.1,JAEOSF010000065.1_16,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum yapensis,JAEOSF010000065.1_16@GCA_016840515.1
GCA_016840515.1,JAEOSF010000076.1_2,PF01425.24,Amidase,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum yapensis,JAEOSF010000076.1_2@GCA_016840515.1
GCA_016840595.1,JAEOSA010000001.1_36,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016840595,JAEOSA010000001.1_36@GCA_016840595.1
GCA_016840595.1,JAEOSA010000021.1_15,PF01425.24,Amidase,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016840595,JAEOSA010000021.1_15@GCA_016840595.1
GCA_016840595.1,JAEOSA010000283.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016840595,JAEOSA010000283.1_1@GCA_016840595.1
GCA_016840645.1,JAEORY010000021.1_15,PF01510.28,Amidase_2,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000021.1_15@GCA_016840645.1
GCA_016840645.1,JAEORY010000021.1_2,PF05708.15,Peptidase_C92,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000021.1_2@GCA_016840645.1
GCA_016840645.1,JAEORY010000043.1_9,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000043.1_9@GCA_016840645.1
GCA_016840645.1,JAEORY010000126.1_12,PF01464.23,SLT,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000126.1_12@GCA_016840645.1
GCA_016840645.1,JAEORY010000150.1_2,PF01464.23,SLT,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000150.1_2@GCA_016840645.1
GCA_016840645.1,JAEORY010000225.1_2,PF05257.19,CHAP,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000225.1_2@GCA_016840645.1
GCA_016840645.1,JAEORY010000291.1_3,PF05257.19,CHAP,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000291.1_3@GCA_016840645.1
GCA_016840645.1,JAEORY010000477.1_4,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000477.1_4@GCA_016840645.1
GCA_016840645.1,JAEORY010000515.1_5,PF01832.23,Glucosaminidase,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000515.1_5@GCA_016840645.1
GCA_016840645.1,JAEORY010000555.1_1,PF08291.14,Peptidase_M15_3,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000555.1_1@GCA_016840645.1
GCA_016840645.1,JAEORY010000567.1_6,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000567.1_6@GCA_016840645.1
GCA_016840645.1,JAEORY010000704.1_6,PF00959.22,Phage_lysozyme,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645,JAEORY010000704.1_6@GCA_016840645.1
GCA_016840685.1,JAEORX010000080.1_8,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840685,JAEORX010000080.1_8@GCA_016840685.1
GCA_016840685.1,JAEORX010000231.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840685,JAEORX010000231.1_1@GCA_016840685.1
GCA_016840695.1,JAEORV010000021.1_5,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000021.1_5@GCA_016840695.1
GCA_016840695.1,JAEORV010000021.1_8,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000021.1_8@GCA_016840695.1
GCA_016840695.1,JAEORV010000031.1_1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000031.1_1@GCA_016840695.1
GCA_016840695.1,JAEORV010000111.1_4,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000111.1_4@GCA_016840695.1
GCA_016840695.1,JAEORV010000165.1_11,PF01520.21,Amidase_3,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000165.1_11@GCA_016840695.1
GCA_016840695.1,JAEORV010000262.1_9,PF08291.14,Peptidase_M15_3,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000262.1_9@GCA_016840695.1
GCA_016840695.1,JAEORV010000402.1_2,PF05951.16,Peptidase_M15_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000402.1_2@GCA_016840695.1
GCA_016840695.1,JAEORV010000402.1_2,PF08291.14,Peptidase_M15_3,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695,JAEORV010000402.1_2@GCA_016840695.1
GCA_016840825.1,JAEORN010000134.1_14,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000134.1_14@GCA_016840825.1
GCA_016840825.1,JAEORN010000141.1_8,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000141.1_8@GCA_016840825.1
GCA_016840825.1,JAEORN010000202.1_4,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000202.1_4@GCA_016840825.1
GCA_016840825.1,JAEORN010000320.1_24,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000320.1_24@GCA_016840825.1
GCA_016840825.1,JAEORN010000328.1_3,PF02016.18,Peptidase_S66,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000328.1_3@GCA_016840825.1
GCA_016840825.1,JAEORN010000328.1_3,PF17676.4,Peptidase_S66C,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825,JAEORN010000328.1_3@GCA_016840825.1
GCA_016840855.1,JAEORO010000019.1_1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855,JAEORO010000019.1_1@GCA_016840855.1
GCA_016840855.1,JAEORO010000143.1_27,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855,JAEORO010000143.1_27@GCA_016840855.1
GCA_016840855.1,JAEORO010000148.1_6,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855,JAEORO010000148.1_6@GCA_016840855.1
GCA_016840855.1,JAEORO010000234.1_3,PF02016.18,Peptidase_S66,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855,JAEORO010000234.1_3@GCA_016840855.1
GCA_016840855.1,JAEORO010000234.1_3,PF17676.4,Peptidase_S66C,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855,JAEORO010000234.1_3@GCA_016840855.1
GCA_016840945.1,JAEORJ010000037.1_8,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000037.1_8@GCA_016840945.1
GCA_016840945.1,JAEORJ010000084.1_3,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000084.1_3@GCA_016840945.1
GCA_016840945.1,JAEORJ010000093.1_17,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000093.1_17@GCA_016840945.1
GCA_016840945.1,JAEORJ010000192.1_7,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000192.1_7@GCA_016840945.1
GCA_016840945.1,JAEORJ010000303.1_10,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000303.1_10@GCA_016840945.1
GCA_016840945.1,JAEORJ010000319.1_12,PF01425.24,Amidase,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000319.1_12@GCA_016840945.1
GCA_016840945.1,JAEORJ010000319.1_29,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000319.1_29@GCA_016840945.1
GCA_016840945.1,JAEORJ010000323.1_9,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000323.1_9@GCA_016840945.1
GCA_016840945.1,JAEORJ010000410.1_3,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945,JAEORJ010000410.1_3@GCA_016840945.1
GCA_016841005.1,JAEORG010000124.1_23,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016841005,JAEORG010000124.1_23@GCA_016841005.1
GCA_016841005.1,JAEORG010000192.1_13,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016841005,JAEORG010000192.1_13@GCA_016841005.1
GCA_016841265.1,JAENZL010000013.1_16,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp016841265,JAENZL010000013.1_16@GCA_016841265.1
GCA_016841485.1,JAENZA010000011.1_14,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,Methanogenium sp016841485,JAENZA010000011.1_14@GCA_016841485.1
GCA_016841625.1,JAENYU010000028.1_36,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp016841625,JAENYU010000028.1_36@GCA_016841625.1
GCA_016841625.1,JAENYU010000036.1_20,PF01520.21,Amidase_3,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp016841625,JAENYU010000036.1_20@GCA_016841625.1
GCA_016841665.1,JAENYT010000001.1_438,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,DSDF01,DSDF01 sp016841665,JAENYT010000001.1_438@GCA_016841665.1
GCA_016841665.1,JAENYT010000005.1_106,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,DSDF01,DSDF01 sp016841665,JAENYT010000005.1_106@GCA_016841665.1
GCA_016845345.1,JAERSV010000004.1_50,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp016845345,JAERSV010000004.1_50@GCA_016845345.1
GCA_016845345.1,JAERSV010000069.1_22,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp016845345,JAERSV010000069.1_22@GCA_016845345.1
GCA_016845345.1,JAERSV010000080.1_7,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp016845345,JAERSV010000080.1_7@GCA_016845345.1
GCA_016845345.1,JAERSV010000091.1_24,PF01551.25,Peptidase_M23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp016845345,JAERSV010000091.1_24@GCA_016845345.1
GCA_016845825.1,JAERSJ010000024.1_16,PF18013.4,Phage_lysozyme2,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp016845825,JAERSJ010000024.1_16@GCA_016845825.1
GCA_016845825.1,JAERSJ010000093.1_7,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp016845825,JAERSJ010000093.1_7@GCA_016845825.1
GCA_016845825.1,JAERSJ010000109.1_21,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp016845825,JAERSJ010000109.1_21@GCA_016845825.1
GCA_016845825.1,JAERSJ010000195.1_3,PF01551.25,Peptidase_M23,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp016845825,JAERSJ010000195.1_3@GCA_016845825.1
GCA_016866645.1,MBM3199308.1,PF02113.18,Peptidase_S13,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199308.1@GCA_016866645.1
