target_name,accession,query_name,accession_query,full_evalue,full_score,full_bias,dom_evalue,dom_score,dom_bias,exp,reg,clu,ov,env,dom,rep,inc
MBU1158345.1@GCA_018818785.1,GCA_018818785.1,newFtsZ,-,1.8e-116,401.9,10.0,2.3e-116,401.5,10.0,1.0,1,0,0,1,1,1,1
WP_173319806.1@GCF_000191585.1,GCF_000191585.1,newFtsZ,-,1.8999999999999998e-116,401.8,5.4,2.4e-116,401.5,5.4,1.0,1,0,0,1,1,1,1
JAJZNK010000023.1_27@GCA_021811735.1,GCA_021811735.1,newFtsZ,-,1.8999999999999998e-116,401.8,9.7,2.6e-116,401.4,9.7,1.1,1,0,0,1,1,1,1
WP_254808950.1@GCF_024298845.1,GCF_024298845.1,newFtsZ,-,2e-116,401.8,8.3,2.9999999999999997e-116,401.2,8.3,1.2,1,0,0,1,1,1,1
WP_255193704.1@GCF_024362485.1,GCF_024362485.1,newFtsZ,-,2e-116,401.7,10.8,2.7e-116,401.4,10.8,1.1,1,0,0,1,1,1,1
WP_015320010.1@GCF_000328685.1,GCF_000328685.1,newFtsZ,-,2e-116,401.7,10.0,2.6e-116,401.4,10.0,1.0,1,0,0,1,1,1,1
JAEWXF010000033.1_15@GCA_023396065.1,GCA_023396065.1,newFtsZ,-,2.1e-116,401.7,10.6,2.6e-116,401.4,10.6,1.1,1,0,0,1,1,1,1
NOR38369.1@GCA_013138615.1,GCA_013138615.1,newFtsZ,-,2.1e-116,401.7,6.1,2.8e-116,401.3,6.1,1.1,1,0,0,1,1,1,1
WP_254157974.1@GCF_024204665.1,GCF_024204665.1,newFtsZ,-,2.1999999999999998e-116,401.6,9.0,2.9e-116,401.2,9.0,1.0,1,0,0,1,1,1,1
MBI4980363.1@GCA_016214025.1,GCA_016214025.1,newFtsZ,-,2.1999999999999998e-116,401.6,10.7,2.9e-116,401.2,10.7,1.0,1,0,0,1,1,1,1
DAPM01000018.1_20@GCA_002502135.1,GCA_002502135.1,newFtsZ,-,2.1999999999999998e-116,401.6,8.4,2.8e-116,401.3,8.4,1.0,1,0,0,1,1,1,1
WP_008426991.1@GCF_000337695.1,GCF_000337695.1,newFtsZ,-,2.1999999999999998e-116,401.6,9.9,2.9e-116,401.2,9.9,1.0,1,0,0,1,1,1,1
MCD6434523.1@GCA_021161405.1,GCA_021161405.1,newFtsZ,-,2.3e-116,401.6,9.2,2.9999999999999997e-116,401.2,9.2,1.1,1,0,0,1,1,1,1
MBN1389349.1@GCA_016928095.1,GCA_016928095.1,newFtsZ,-,2.3e-116,401.6,8.1,2.9999999999999997e-116,401.2,8.1,1.0,1,0,0,1,1,1,1
WP_019178307.1@GCF_000308215.1,GCF_000308215.1,newFtsZ,-,2.3e-116,401.6,12.7,2.9e-116,401.2,12.7,1.0,1,0,0,1,1,1,1
JAJYIS010000064.1_4@GCA_021789945.1,GCA_021789945.1,newFtsZ,-,2.3e-116,401.6,9.9,2.9999999999999997e-116,401.2,9.9,1.0,1,0,0,1,1,1,1
SKSS01000087.1_26@GCA_007122875.1,GCA_007122875.1,newFtsZ,-,2.3e-116,401.6,12.0,2.9999999999999997e-116,401.2,12.0,1.1,1,0,0,1,1,1,1
LKNG01000028.1_2@GCA_001564115.1,GCA_001564115.1,newFtsZ,-,2.4e-116,401.5,11.2,2.9999999999999997e-116,401.2,11.2,1.0,1,0,0,1,1,1,1
MBT7102207.1@GCA_018693315.1,GCA_018693315.1,newFtsZ,-,2.4e-116,401.5,12.9,2.9999999999999997e-116,401.2,12.9,1.0,1,0,0,1,1,1,1
TLZ89914.1@GCA_005878515.1,GCA_005878515.1,newFtsZ,-,2.4e-116,401.5,6.7,3.2e-116,401.1,6.7,1.0,1,0,0,1,1,1,1
DYGR01000007.1_39@GCA_020724545.1,GCA_020724545.1,newFtsZ,-,2.4999999999999998e-116,401.5,10.2,3.2e-116,401.1,10.2,1.0,1,0,0,1,1,1,1
TLZ85133.1@GCA_005878985.1,GCA_005878985.1,newFtsZ,-,2.4999999999999998e-116,401.4,6.7,3.3e-116,401.0,6.7,1.0,1,0,0,1,1,1,1
JALHCK010000005.1_57@GCA_022841205.1,GCA_022841205.1,newFtsZ,-,2.6e-116,401.4,9.8,3.3e-116,401.1,9.8,1.0,1,0,0,1,1,1,1
UCH04372.1@GCA_020355105.1,GCA_020355105.1,newFtsZ,-,2.6e-116,401.4,5.0,3.4e-116,401.0,5.0,1.0,1,0,0,1,1,1,1
WP_135663388.1@GCF_900880625.1,GCF_900880625.1,newFtsZ,-,2.6e-116,401.4,11.5,3.4e-116,401.0,11.5,1.0,1,0,0,1,1,1,1
WP_007702873.1@GCF_000337515.1,GCF_000337515.1,newFtsZ,-,2.7e-116,401.4,9.2,3.2e-116,401.1,9.2,1.0,1,0,0,1,1,1,1
WP_015301657.1@GCF_000328525.1,GCF_000328525.1,newFtsZ,-,2.7e-116,401.4,9.2,3.2e-116,401.1,9.2,1.0,1,0,0,1,1,1,1
JAABQR010000046.1_8@GCA_011391345.1,GCA_011391345.1,newFtsZ,-,2.7e-116,401.4,10.3,3.4e-116,401.0,10.3,1.0,1,0,0,1,1,1,1
MBU0684830.1@GCA_018814355.1,GCA_018814355.1,newFtsZ,-,2.7e-116,401.3,9.7,3.5e-116,401.0,9.7,1.0,1,0,0,1,1,1,1
WP_211532617.1@GCF_018141185.1,GCF_018141185.1,newFtsZ,-,2.7e-116,401.3,6.9,3.4e-116,401.0,6.9,1.0,1,0,0,1,1,1,1
MBV1755752.1@GCA_019084405.1,GCA_019084405.1,newFtsZ,-,2.7e-116,401.3,6.9,3.4e-116,401.0,6.9,1.0,1,0,0,1,1,1,1
WP_253437820.1@GCF_024138145.1,GCF_024138145.1,newFtsZ,-,2.7e-116,401.3,9.0,3.5e-116,401.0,9.0,1.0,1,0,0,1,1,1,1
WAMX01000079.1_2@GCA_015522095.1,GCA_015522095.1,newFtsZ,-,2.8e-116,401.3,4.3,3.6e-116,400.9,4.3,1.0,1,0,0,1,1,1,1
JAAZYP010000001.1_24@GCA_014239585.1,GCA_014239585.1,newFtsZ,-,2.8e-116,401.3,9.8,3.7999999999999996e-116,400.8,9.8,1.1,1,0,0,1,1,1,1
WP_154552278.1@GCF_009690625.1,GCF_009690625.1,newFtsZ,-,2.8e-116,401.3,11.0,3.6e-116,400.9,11.0,1.0,1,0,0,1,1,1,1
MBQ0106305.1@GCA_018065685.1,GCA_018065685.1,newFtsZ,-,2.8e-116,401.3,12.4,3.4e-116,401.0,12.4,1.0,1,0,0,1,1,1,1
WP_124189940.1@GCF_003841465.1,GCF_003841465.1,newFtsZ,-,2.8e-116,401.3,9.8,3.6e-116,400.9,9.8,1.0,1,0,0,1,1,1,1
CP071596.1_3633@GCA_017357105.2,GCA_017357105.2,newFtsZ,-,2.8e-116,401.3,9.1,3.6999999999999997e-116,400.9,9.1,1.0,1,0,0,1,1,1,1
MBT3835639.1@GCA_018655525.1,GCA_018655525.1,newFtsZ,-,2.9e-116,401.2,9.8,3.7999999999999996e-116,400.9,9.8,1.0,1,0,0,1,1,1,1
WP_048093510.1@GCF_000685155.1,GCF_000685155.1,newFtsZ,-,2.9e-116,401.2,10.0,3.6999999999999997e-116,400.9,10.0,1.0,1,0,0,1,1,1,1
WP_019264524.1@GCF_023617305.1,GCF_023617305.1,newFtsZ,-,2.9e-116,401.2,9.0,4e-116,400.8,9.0,1.1,1,0,0,1,1,1,1
MCK4649945.1@GCA_023133415.1,GCA_023133415.1,newFtsZ,-,2.9e-116,401.2,12.9,3.7999999999999996e-116,400.8,12.9,1.0,1,0,0,1,1,1,1
WP_087714622.1@GCF_002177135.1,GCF_002177135.1,newFtsZ,-,2.9999999999999997e-116,401.2,9.7,3.9e-116,400.8,9.7,1.0,1,0,0,1,1,1,1
WP_148856039.1@GCF_008122205.1,GCF_008122205.1,newFtsZ,-,3.0999999999999996e-116,401.2,9.9,4e-116,400.8,9.9,1.0,1,0,0,1,1,1,1
WP_241776197.1@GCF_001729965.1,GCF_001729965.1,newFtsZ,-,3.0999999999999996e-116,401.2,6.3,4e-116,400.8,6.3,1.0,1,0,0,1,1,1,1
OYV09804.1@GCA_002256595.1,GCA_002256595.1,newFtsZ,-,3.0999999999999996e-116,401.1,6.0,4.1e-116,400.7,6.0,1.0,1,0,0,1,1,1,1
JAFMDN010000021.1_18@GCA_017857235.1,GCA_017857235.1,newFtsZ,-,3.3e-116,401.0,10.4,4.1e-116,400.7,10.4,1.0,1,0,0,1,1,1,1
MCL4372756.1@GCA_023378805.1,GCA_023378805.1,newFtsZ,-,3.3e-116,401.0,10.0,4.2e-116,400.7,10.0,1.0,1,0,0,1,1,1,1
WP_121817859.1@GCF_003675875.1,GCF_003675875.1,newFtsZ,-,3.4e-116,401.0,13.1,4.3999999999999996e-116,400.6,13.1,1.0,1,0,0,1,1,1,1
JAKAVY010000001.1_6@GCA_021827405.1,GCA_021827405.1,newFtsZ,-,3.6e-116,400.9,1.9,4.7e-116,400.5,1.9,1.0,1,0,0,1,1,1,1
DAQA01000031.1_43@GCA_002502685.1,GCA_002502685.1,newFtsZ,-,3.6999999999999997e-116,400.9,6.4,4.9e-116,400.5,6.4,1.1,1,0,0,1,1,1,1
JAHFSP010000038.1_6@GCA_023265685.1,GCA_023265685.1,newFtsZ,-,3.7999999999999996e-116,400.9,13.2,4.9999999999999997e-116,400.5,13.2,1.0,1,0,0,1,1,1,1
LKND01000097.1_7@GCA_001564275.1,GCA_001564275.1,newFtsZ,-,3.7999999999999996e-116,400.8,8.7,4.9e-116,400.5,8.7,1.0,1,0,0,1,1,1,1
WALJ01000082.1_9@GCA_015522885.1,GCA_015522885.1,newFtsZ,-,3.7999999999999996e-116,400.8,11.4,4.9999999999999997e-116,400.4,11.4,1.0,1,0,0,1,1,1,1
WP_006672870.1@GCF_000337895.1,GCF_000337895.1,newFtsZ,-,3.9e-116,400.8,12.1,5.3e-116,400.4,12.1,1.1,1,0,0,1,1,1,1
WP_004032379.1@GCF_000016525.1,GCF_000016525.1,newFtsZ,-,4.1e-116,400.7,9.3,5.6e-116,400.3,9.3,1.1,1,0,0,1,1,1,1
MCS4542407.1@GCA_024860865.1,GCA_024860865.1,newFtsZ,-,4.1e-116,400.7,3.9,5.4e-116,400.3,3.9,1.0,1,0,0,1,1,1,1
MBS3139618.1@GCA_018303045.1,GCA_018303045.1,newFtsZ,-,4.1e-116,400.7,9.9,5.4e-116,400.3,9.9,1.0,1,0,0,1,1,1,1
JAKAAG010000010.1_11@GCA_021797085.1,GCA_021797085.1,newFtsZ,-,4.3e-116,400.7,10.7,5.6e-116,400.3,10.7,1.1,1,0,0,1,1,1,1
WP_256532221.1@GCF_024498195.1,GCF_024498195.1,newFtsZ,-,4.3999999999999996e-116,400.6,9.5,5.9e-116,400.2,9.5,1.1,1,0,0,1,1,1,1
HEC76229.1@GCA_011052825.1,GCA_011052825.1,newFtsZ,-,4.3999999999999996e-116,400.6,13.6,5.9e-116,400.2,13.6,1.0,1,0,0,1,1,1,1
MBT6023594.1@GCA_018698915.1,GCA_018698915.1,newFtsZ,-,4.3999999999999996e-116,400.6,9.1,5.999999999999999e-116,400.2,9.1,1.0,1,0,0,1,1,1,1
JAEOSH010000002.1_91@GCA_016840465.1,GCA_016840465.1,newFtsZ,-,4.4999999999999996e-116,400.6,3.8,5.7e-116,400.3,3.8,1.0,1,0,0,1,1,1,1
PSP84341.1@GCA_003021105.1,GCA_003021105.1,newFtsZ,-,4.4999999999999996e-116,400.6,9.7,6.099999999999999e-116,400.2,9.7,1.1,1,0,0,1,1,1,1
WP_049992952.1@GCF_004799665.1,GCF_004799665.1,newFtsZ,-,4.6e-116,400.6,8.7,5.999999999999999e-116,400.2,8.7,1.0,1,0,0,1,1,1,1
NWF96369.1@GCA_013388835.1,GCA_013388835.1,newFtsZ,-,4.9e-116,400.5,3.7,5.999999999999999e-116,400.2,3.7,1.0,1,0,0,1,1,1,1
JAJZWM010000002.1_69@GCA_021846665.1,GCA_021846665.1,newFtsZ,-,4.9e-116,400.5,10.9,6.4e-116,400.1,10.9,1.1,1,0,0,1,1,1,1
JAKAAW010000002.1_12@GCA_021802105.1,GCA_021802105.1,newFtsZ,-,4.9e-116,400.5,12.4,6.4e-116,400.1,12.4,1.0,1,0,0,1,1,1,1
WP_124177605.1@GCF_003841485.1,GCF_003841485.1,newFtsZ,-,4.9e-116,400.5,8.8,6.4e-116,400.1,8.8,1.0,1,0,0,1,1,1,1
MBS3790406.1@GCA_018334835.1,GCA_018334835.1,newFtsZ,-,5.1e-116,400.4,11.1,6.5e-116,400.1,11.1,1.0,1,0,0,1,1,1,1
MBU2477085.1@GCA_018829335.1,GCA_018829335.1,newFtsZ,-,5.1e-116,400.4,12.8,6.7e-116,400.0,12.8,1.0,1,0,0,1,1,1,1
LKMM01000035.1_8@GCA_001563885.1,GCA_001563885.1,newFtsZ,-,5.1e-116,400.4,10.3,6.4e-116,400.1,10.3,1.0,1,0,0,1,1,1,1
AEN05068.1@GCA_000224475.1,GCA_000224475.1,newFtsZ,-,5.3e-116,400.4,13.7,6.5e-116,400.1,13.7,1.0,1,0,0,1,1,1,1
MAH49420.1@GCA_002690445.1,GCA_002690445.1,newFtsZ,-,5.3e-116,400.4,13.9,6.8e-116,400.0,13.9,1.0,1,0,0,1,1,1,1
WP_246987370.1@GCF_023028345.1,GCF_023028345.1,newFtsZ,-,5.3e-116,400.4,12.0,6.9e-116,400.0,12.0,1.0,1,0,0,1,1,1,1
HIP16859.1@GCA_015663075.1,GCA_015663075.1,newFtsZ,-,5.7e-116,400.3,14.5,7.399999999999999e-116,399.9,14.5,1.0,1,0,0,1,1,1,1
MCD6279479.1@GCA_021163645.1,GCA_021163645.1,newFtsZ,-,5.8e-116,400.2,5.6,7.699999999999999e-116,399.8,5.6,1.0,1,0,0,1,1,1,1
JAJZBD010000001.1_31@GCA_021799085.1,GCA_021799085.1,newFtsZ,-,5.8e-116,400.2,11.2,7.599999999999999e-116,399.9,11.2,1.1,1,0,0,1,1,1,1
TLZ99338.1@GCA_005879065.1,GCA_005879065.1,newFtsZ,-,5.8e-116,400.2,6.2,7.599999999999999e-116,399.9,6.2,1.0,1,0,0,1,1,1,1
JAKASS010000007.1_28@GCA_021818905.1,GCA_021818905.1,newFtsZ,-,5.8e-116,400.2,11.1,7.599999999999999e-116,399.9,11.1,1.0,1,0,0,1,1,1,1
MBC7219011.1@GCA_014361095.1,GCA_014361095.1,newFtsZ,-,5.8e-116,400.2,8.5,7.399999999999999e-116,399.9,8.5,1.0,1,0,0,1,1,1,1
KAF5427001.1@GCA_013374505.1,GCA_013374505.1,newFtsZ,-,5.8e-116,400.2,7.5,7.2e-116,399.9,7.5,1.0,1,0,0,1,1,1,1
JAKAYT010000006.1_50@GCA_021826685.1,GCA_021826685.1,newFtsZ,-,5.8e-116,400.2,3.5,7.399999999999999e-116,399.9,3.5,1.0,1,0,0,1,1,1,1
MCJ2532590.1@GCA_022848805.1,GCA_022848805.1,newFtsZ,-,5.9e-116,400.2,9.8,7.8e-116,399.8,9.8,1.0,1,0,0,1,1,1,1
MBN1677428.1@GCA_016930135.1,GCA_016930135.1,newFtsZ,-,5.9e-116,400.2,6.0,7.8e-116,399.8,6.0,1.0,1,0,0,1,1,1,1
MCD6515515.1@GCA_021162905.1,GCA_021162905.1,newFtsZ,-,5.999999999999999e-116,400.2,1.4,7.399999999999999e-116,399.9,1.4,1.0,1,0,0,1,1,1,1
JAJYIS010000064.1_5@GCA_021789945.1,GCA_021789945.1,newFtsZ,-,5.999999999999999e-116,400.2,8.5,7.8e-116,399.8,8.5,1.1,1,0,0,1,1,1,1
JAJSAI010000025.1_42@GCA_024274695.1,GCA_024274695.1,newFtsZ,-,6.099999999999999e-116,400.2,8.8,8.6e-116,399.7,8.8,1.1,1,0,0,1,1,1,1
WP_250871969.1@GCF_023699475.1,GCF_023699475.1,newFtsZ,-,6.099999999999999e-116,400.2,9.3,8e-116,399.8,9.3,1.0,1,0,0,1,1,1,1
PIN87516.1@GCA_002763025.1,GCA_002763025.1,newFtsZ,-,6.099999999999999e-116,400.2,8.6,8e-116,399.8,8.6,1.0,1,0,0,1,1,1,1
MBK7387468.1@GCA_016706325.1,GCA_016706325.1,newFtsZ,-,6.199999999999999e-116,400.1,7.7,8e-116,399.8,7.7,1.0,1,0,0,1,1,1,1
MBI2666443.1@GCA_016185685.1,GCA_016185685.1,newFtsZ,-,6.299999999999999e-116,400.1,9.8,8.2e-116,399.7,9.8,1.0,1,0,0,1,1,1,1
CP040678.1_746@GCA_005954745.1,GCA_005954745.1,newFtsZ,-,6.299999999999999e-116,400.1,13.5,8.4e-116,399.7,13.5,1.0,1,0,0,1,1,1,1
WP_018154582.1@GCF_000376965.1,GCF_000376965.1,newFtsZ,-,6.299999999999999e-116,400.1,13.2,8.1e-116,399.8,13.2,1.0,1,0,0,1,1,1,1
ERG90439.1@GCA_000415965.1,GCA_000415965.1,newFtsZ,-,6.4e-116,400.1,12.2,8.4e-116,399.7,12.2,1.0,1,0,0,1,1,1,1
MBS3793679.1@GCA_018335335.1,GCA_018335335.1,newFtsZ,-,6.5e-116,400.1,1.1,8.2e-116,399.7,1.1,1.0,1,0,0,1,1,1,1
JAGDXP010000022.1_117@GCA_023256475.1,GCA_023256475.1,newFtsZ,-,6.6e-116,400.1,10.0,8.3e-116,399.7,10.0,1.0,1,0,0,1,1,1,1
WP_049980980.1@GCF_000739555.1,GCF_000739555.1,newFtsZ,-,6.7e-116,400.0,13.2,8.699999999999999e-116,399.7,13.2,1.0,1,0,0,1,1,1,1
PSQ39654.1@GCA_003022865.1,GCA_003022865.1,newFtsZ,-,6.8e-116,400.0,12.3,1.1e-115,399.3,12.3,1.2,1,0,0,1,1,1,1
WP_092657243.1@GCF_900110215.1,GCF_900110215.1,newFtsZ,-,6.8e-116,400.0,12.0,9.099999999999999e-116,399.6,12.0,1.1,1,0,0,1,1,1,1
MCL2863831.1@GCA_009784005.1,GCA_009784005.1,newFtsZ,-,6.9e-116,400.0,14.0,9e-116,399.6,14.0,1.0,1,0,0,1,1,1,1
WP_077205365.1@GCF_001989615.1,GCF_001989615.1,newFtsZ,-,6.9e-116,400.0,12.0,9.099999999999999e-116,399.6,12.0,1.0,1,0,0,1,1,1,1
MBS3150911.1@GCA_018302705.1,GCA_018302705.1,newFtsZ,-,7e-116,400.0,13.9,2e-77,273.5,2.5,2.1,2,0,0,2,2,2,2
DAPE01000001.1_11@GCA_002502045.1,GCA_002502045.1,newFtsZ,-,7.1e-116,399.9,12.8,9.3e-116,399.6,12.8,1.1,1,0,0,1,1,1,1
UCD91732.1@GCA_020345725.1,GCA_020345725.1,newFtsZ,-,7.2e-116,399.9,9.5,9.4e-116,399.6,9.5,1.0,1,0,0,1,1,1,1
WP_129069225.1@GCF_004118325.1,GCF_004118325.1,newFtsZ,-,7.2e-116,399.9,12.3,9.5e-116,399.5,12.3,1.1,1,0,0,1,1,1,1
JADLKP010000149.1_7@GCA_016838945.1,GCA_016838945.1,newFtsZ,-,7.399999999999999e-116,399.9,8.6,9.6e-116,399.5,8.6,1.0,1,0,0,1,1,1,1
MCK5292579.1@GCA_023140195.1,GCA_023140195.1,newFtsZ,-,7.399999999999999e-116,399.9,8.9,9.4e-116,399.5,8.9,1.0,1,0,0,1,1,1,1
WP_053947554.1@GCF_001282785.1,GCF_001282785.1,newFtsZ,-,7.499999999999999e-116,399.9,12.7,9.8e-116,399.5,12.7,1.0,1,0,0,1,1,1,1
PSQ28089.1@GCA_003023565.1,GCA_003023565.1,newFtsZ,-,7.499999999999999e-116,399.9,12.7,9.8e-116,399.5,12.7,1.0,1,0,0,1,1,1,1
WP_089784769.1@GCF_900112205.1,GCF_900112205.1,newFtsZ,-,7.599999999999999e-116,399.9,12.7,1.1e-115,399.4,12.7,1.2,1,0,0,1,1,1,1
KQM12510.1@GCA_001421185.1,GCA_001421185.1,newFtsZ,-,7.599999999999999e-116,399.9,7.2,9.7e-116,399.5,7.2,1.0,1,0,0,1,1,1,1
WP_008163550.1@GCF_000337735.1,GCF_000337735.1,newFtsZ,-,7.8e-116,399.8,11.0,9.999999999999999e-116,399.4,11.0,1.0,1,0,0,1,1,1,1
WP_152942156.1@GCF_009392895.1,GCF_009392895.1,newFtsZ,-,7.9e-116,399.8,11.0,9.999999999999999e-116,399.4,11.0,1.0,1,0,0,1,1,1,1
WP_007142324.1@GCF_000226975.2,GCF_000226975.2,newFtsZ,-,7.9e-116,399.8,12.8,9.999999999999999e-116,399.4,12.8,1.1,1,0,0,1,1,1,1
WP_042693532.1@GCF_001639275.1,GCF_001639275.1,newFtsZ,-,8.1e-116,399.8,10.4,1.1e-115,399.4,10.4,1.0,1,0,0,1,1,1,1
WP_209489298.1@GCF_017874235.1,GCF_017874235.1,newFtsZ,-,8.2e-116,399.8,12.2,1.1e-115,399.3,12.2,1.1,1,0,0,1,1,1,1
MCJ2555938.1@GCA_022848865.1,GCA_022848865.1,newFtsZ,-,8.2e-116,399.7,4.5,9.999999999999999e-116,399.4,4.5,1.0,1,0,0,1,1,1,1
MBI4043453.1@GCA_016198125.1,GCA_016198125.1,newFtsZ,-,8.4e-116,399.7,10.1,1.1e-115,399.3,10.1,1.0,1,0,0,1,1,1,1
MCK5474805.1@GCA_023142905.1,GCA_023142905.1,newFtsZ,-,8.5e-116,399.7,14.7,9.999999999999999e-116,399.4,14.7,1.0,1,0,0,1,1,1,1
OYT46618.1@GCA_002254385.1,GCA_002254385.1,newFtsZ,-,8.5e-116,399.7,10.2,1.1e-115,399.4,10.2,1.0,1,0,0,1,1,1,1
WP_092689346.1@GCF_023698535.1,GCF_023698535.1,newFtsZ,-,9e-116,399.6,12.0,1.1999999999999999e-115,399.2,12.0,1.1,1,0,0,1,1,1,1
SKVC01000034.1_4@GCA_007129655.1,GCA_007129655.1,newFtsZ,-,9.099999999999999e-116,399.6,8.7,1.1999999999999999e-115,399.2,8.7,1.0,1,0,0,1,1,1,1
WP_254767214.1@GCF_024296665.1,GCF_024296665.1,newFtsZ,-,9.4e-116,399.6,9.1,1.1999999999999999e-115,399.2,9.1,1.0,1,0,0,1,1,1,1
JAEHCK010000003.1_36@GCA_020696345.1,GCA_020696345.1,newFtsZ,-,9.4e-116,399.6,10.4,1.1999999999999999e-115,399.2,10.4,1.0,1,0,0,1,1,1,1
WP_101349937.1@GCF_002844335.1,GCF_002844335.1,newFtsZ,-,9.6e-116,399.5,10.6,1.3e-115,399.1,10.6,1.0,1,0,0,1,1,1,1
WP_181684867.1@GCF_013839425.1,GCF_013839425.1,newFtsZ,-,9.7e-116,399.5,10.8,1.3e-115,399.1,10.8,1.0,1,0,0,1,1,1,1
JAFDTP010000035.1_6@GCA_019594195.1,GCA_019594195.1,newFtsZ,-,9.8e-116,399.5,11.4,1.1999999999999999e-115,399.2,11.4,1.0,1,0,0,1,1,1,1
CACYJH010000023.1_8@GCA_902774685.1,GCA_902774685.1,newFtsZ,-,9.8e-116,399.5,9.1,1.3e-115,399.1,9.1,1.0,1,0,0,1,1,1,1
MCL2549359.1@GCA_009783635.1,GCA_009783635.1,newFtsZ,-,9.9e-116,399.5,13.4,1.3e-115,399.1,13.4,1.0,1,0,0,1,1,1,1
MBE6485292.1@GCA_015062805.1,GCA_015062805.1,newFtsZ,-,9.999999999999999e-116,399.5,8.4,1.3e-115,399.1,8.4,1.0,1,0,0,1,1,1,1
JAABQR010000046.1_9@GCA_011391345.1,GCA_011391345.1,newFtsZ,-,9.999999999999999e-116,399.4,11.7,1.3e-115,399.1,11.7,1.0,1,0,0,1,1,1,1
MBU0684829.1@GCA_018814355.1,GCA_018814355.1,newFtsZ,-,9.999999999999999e-116,399.4,11.9,1.3e-115,399.0,11.9,1.0,1,0,0,1,1,1,1
MBI4045115.1@GCA_016198165.1,GCA_016198165.1,newFtsZ,-,1.1e-115,399.4,10.6,1.4e-115,399.0,10.6,1.0,1,0,0,1,1,1,1
JAGDXR010000040.1_7@GCA_023261745.1,GCA_023261745.1,newFtsZ,-,1.1e-115,399.3,5.2,1.3e-115,399.1,5.2,1.0,1,0,0,1,1,1,1
HIH00508.1@GCA_013331315.1,GCA_013331315.1,newFtsZ,-,1.1e-115,399.3,8.8,1.5e-115,398.9,8.8,1.1,1,0,0,1,1,1,1
JAHLWW010000044.1_13@GCA_019057715.1,GCA_019057715.1,newFtsZ,-,1.1999999999999999e-115,399.3,3.3,1.5e-115,398.9,3.3,1.0,1,0,0,1,1,1,1
JAEOSG010000196.1_5@GCA_016840485.1,GCA_016840485.1,newFtsZ,-,1.1999999999999999e-115,399.2,9.3,1.5e-115,398.9,9.3,1.0,1,0,0,1,1,1,1
MCJ7463336.1@GCA_022865445.1,GCA_022865445.1,newFtsZ,-,1.1999999999999999e-115,399.2,10.0,1.5e-115,398.8,10.0,1.0,1,0,0,1,1,1,1
ERG99529.1@GCA_000416005.1,GCA_000416005.1,newFtsZ,-,1.1999999999999999e-115,399.2,10.4,1.6e-115,398.8,10.4,1.0,1,0,0,1,1,1,1
HIH33195.1@GCA_013331925.1,GCA_013331925.1,newFtsZ,-,1.1999999999999999e-115,399.2,11.7,1.6e-115,398.8,11.7,1.0,1,0,0,1,1,1,1
JAEHCM010000001.1_4@GCA_020696365.1,GCA_020696365.1,newFtsZ,-,1.1999999999999999e-115,399.2,9.3,1.6e-115,398.8,9.3,1.0,1,0,0,1,1,1,1
JAHFTW010000009.1_57@GCA_023269235.1,GCA_023269235.1,newFtsZ,-,1.1999999999999999e-115,399.1,5.7,1.6e-115,398.8,5.7,1.0,1,0,0,1,1,1,1
PSG97115.1@GCA_003009755.1,GCA_003009755.1,newFtsZ,-,1.3e-115,399.1,5.3,1.6e-115,398.8,5.3,1.0,1,0,0,1,1,1,1
PIN84851.1@GCA_002762975.1,GCA_002762975.1,newFtsZ,-,1.3e-115,399.1,11.4,1.7e-115,398.7,11.4,1.0,1,0,0,1,1,1,1
WP_079235020.1@GCF_002025255.2,GCF_002025255.2,newFtsZ,-,1.3e-115,399.1,13.3,1.7e-115,398.7,13.3,1.0,1,0,0,1,1,1,1
JAHFSD010000001.1_20@GCA_023265925.1,GCA_023265925.1,newFtsZ,-,1.3e-115,399.1,10.5,1.7e-115,398.7,10.5,1.0,1,0,0,1,1,1,1
WP_151099292.1@GCF_008729015.1,GCF_008729015.1,newFtsZ,-,1.3e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
EMA24696.1@GCA_000336895.1,GCA_000336895.1,newFtsZ,-,1.3e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
WP_004592941.1@GCF_000223905.1,GCF_000223905.1,newFtsZ,-,1.3e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
WP_004592941.1@GCF_001485575.1,GCF_001485575.1,newFtsZ,-,1.3e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
WP_053968048.1@GCF_001280425.1,GCF_001280425.1,newFtsZ,-,1.4e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
WP_004516832.1@GCF_000337775.1,GCF_000337775.1,newFtsZ,-,1.4e-115,399.0,11.0,1.8e-115,398.7,11.0,1.0,1,0,0,1,1,1,1
UCE10824.1@GCA_020348985.1,GCA_020348985.1,newFtsZ,-,1.4e-115,399.0,5.5,1.6e-115,398.8,5.5,1.0,1,0,0,1,1,1,1
WP_141462607.1@GCF_006543045.1,GCF_006543045.1,newFtsZ,-,1.4e-115,399.0,10.2,1.8e-115,398.7,10.2,1.0,1,0,0,1,1,1,1
